time_s,mode,person_id,x_m,y_m,z_m,state,activity
10.25,break_mode,2,0.62,2.855,0.04,standing,walking
10.25,break_mode,3,0.62,4.053,0.04,standing,walking
10.25,break_mode,4,0.62,5.829,0.04,standing,walking
10.25,break_mode,5,4.925,5.035,0.04,standing,walking
10.25,break_mode,6,4.925,6.365,0.04,standing,walking
10.25,break_mode,7,4.925,8.397,0.04,standing,walking
10.25,break_mode,8,4.925,10.268,0.264,standing,walking
10.25,break_mode,9,9.03,5.675,0.04,standing,walking
10.25,break_mode,10,9.03,9.507,0.21,standing,walking
10.25,break_mode,11,6.149,5.45,0.04,sitting,discussion
10.25,break_mode,12,7.843,5.45,0.04,sitting,discussion
10.25,break_mode,13,1.464,6.35,0.04,sitting,discussion
10.25,break_mode,14,3.238,6.35,0.04,sitting,discussion
10.25,break_mode,15,6.149,6.35,0.04,sitting,discussion
10.25,break_mode,16,6.996,6.35,0.04,sitting,discussion
10.25,break_mode,17,2.351,7.25,0.04,sitting,discussion
10.25,break_mode,18,3.238,7.25,0.04,sitting,discussion
10.25,break_mode,19,6.996,7.25,0.04,sitting,discussion
10.25,break_mode,20,7.843,7.25,0.04,sitting,discussion
10.25,break_mode,21,1.464,8.15,0.04,sitting,discussion
10.25,break_mode,22,3.238,8.15,0.04,sitting,discussion
10.25,break_mode,23,6.149,8.15,0.04,sitting,discussion
10.25,break_mode,24,7.843,8.15,0.04,sitting,discussion
10.25,break_mode,25,1.464,9.05,0.145,sitting,discussion
10.25,break_mode,26,2.351,9.05,0.145,sitting,discussion
10.25,break_mode,27,6.996,9.05,0.145,sitting,discussion
10.25,break_mode,28,7.843,9.05,0.145,sitting,discussion
10.25,break_mode,29,2.351,9.95,0.25,sitting,discussion
10.25,break_mode,30,3.238,9.95,0.25,sitting,discussion
10.25,break_mode,31,6.149,9.95,0.25,sitting,discussion
10.25,break_mode,32,7.843,9.95,0.25,sitting,discussion
10.25,break_mode,33,1.464,10.85,0.355,sitting,discussion
10.25,break_mode,34,3.238,10.85,0.355,sitting,discussion
10.25,break_mode,35,6.996,10.85,0.355,sitting,discussion
10.25,break_mode,36,7.843,10.85,0.355,sitting,discussion
10.25,break_mode,37,1.464,11.75,0.46,sitting,discussion
10.25,break_mode,38,2.351,11.75,0.46,sitting,discussion
10.25,break_mode,39,6.149,11.75,0.46,sitting,discussion
10.25,break_mode,40,6.996,11.75,0.46,sitting,discussion
10.25,break_mode,41,2.351,12.65,0.565,sitting,discussion
10.25,break_mode,42,6.149,12.65,0.565,sitting,discussion
10.25,break_mode,43,6.996,12.65,0.565,sitting,discussion
10.25,break_mode,44,7.843,12.65,0.565,sitting,discussion
10.25,break_mode,45,1.464,13.55,0.67,sitting,discussion
10.25,break_mode,46,3.238,13.55,0.67,sitting,discussion
10.25,break_mode,47,6.149,13.55,0.67,sitting,discussion
10.25,break_mode,48,7.843,13.55,0.67,sitting,discussion
10.25,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
10.5,break_mode,1,0.714,3.65,0.04,standing,walking
10.5,break_mode,2,4.549,3.65,0.04,standing,walking
10.5,break_mode,3,5.005,3.65,0.04,standing,walking
10.5,break_mode,4,8.822,3.699,0.04,standing,walking
10.5,break_mode,5,1.982,4.771,0.04,standing,walking
10.5,break_mode,6,4.283,4.55,0.04,standing,walking
10.5,break_mode,7,9.03,4.55,0.04,standing,discussion
10.5,break_mode,8,9.03,4.55,0.04,standing,discussion
10.5,break_mode,9,0.828,5.459,0.04,standing,walking
10.5,break_mode,10,3.281,6.637,0.073,standing,walking
10.5,break_mode,11,6.149,5.45,0.04,sitting,discussion
10.5,break_mode,12,7.843,5.45,0.04,sitting,discussion
10.5,break_mode,13,1.464,6.35,0.04,sitting,discussion
10.5,break_mode,14,3.238,6.35,0.04,sitting,discussion
10.5,break_mode,15,6.149,6.35,0.04,sitting,discussion
10.5,break_mode,16,6.996,6.35,0.04,sitting,discussion
10.5,break_mode,17,2.351,7.25,0.04,sitting,discussion
10.5,break_mode,18,3.238,7.25,0.04,sitting,discussion
10.5,break_mode,19,6.996,7.25,0.04,sitting,discussion
10.5,break_mode,20,7.843,7.25,0.04,sitting,discussion
10.5,break_mode,21,1.464,8.15,0.04,sitting,discussion
10.5,break_mode,22,3.238,8.15,0.04,sitting,discussion
10.5,break_mode,23,6.149,8.15,0.04,sitting,discussion
10.5,break_mode,24,7.843,8.15,0.04,sitting,discussion
10.5,break_mode,25,1.464,9.05,0.145,sitting,discussion
10.5,break_mode,26,2.351,9.05,0.145,sitting,discussion
10.5,break_mode,27,6.996,9.05,0.145,sitting,discussion
10.5,break_mode,28,7.843,9.05,0.145,sitting,discussion
10.5,break_mode,29,2.351,9.95,0.25,sitting,discussion
10.5,break_mode,30,3.238,9.95,0.25,sitting,discussion
10.5,break_mode,31,6.149,9.95,0.25,sitting,discussion
10.5,break_mode,32,7.843,9.95,0.25,sitting,discussion
10.5,break_mode,33,1.464,10.85,0.355,sitting,discussion
10.5,break_mode,34,3.238,10.85,0.355,sitting,discussion
10.5,break_mode,35,6.996,10.85,0.355,sitting,discussion
10.5,break_mode,36,7.843,10.85,0.355,sitting,discussion
10.5,break_mode,37,1.464,11.75,0.46,sitting,discussion
10.5,break_mode,38,2.351,11.75,0.46,sitting,discussion
10.5,break_mode,39,6.149,11.75,0.46,sitting,discussion
10.5,break_mode,40,6.996,11.75,0.46,sitting,discussion
10.5,break_mode,41,2.351,12.65,0.565,sitting,discussion
10.5,break_mode,42,6.149,12.65,0.565,sitting,discussion
10.5,break_mode,43,6.996,12.65,0.565,sitting,discussion
10.5,break_mode,44,7.843,12.65,0.565,sitting,discussion
10.5,break_mode,45,1.464,13.55,0.67,sitting,discussion
10.5,break_mode,46,3.238,13.55,0.67,sitting,discussion
10.5,break_mode,47,6.149,13.55,0.67,sitting,discussion
10.5,break_mode,48,7.843,13.55,0.67,sitting,discussion
10.5,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
10.75,break_mode,1,1.464,3.65,0.04,sitting,discussion
10.75,break_mode,2,3.238,3.65,0.04,sitting,discussion
10.75,break_mode,3,6.125,3.65,0.04,sitting,discussion
10.75,break_mode,4,8.271,3.65,0.04,sitting,discussion
10.75,break_mode,5,1.098,4.55,0.04,standing,walking
10.75,break_mode,6,3.238,4.55,0.04,sitting,discussion
10.75,break_mode,7,6.996,4.55,0.04,sitting,discussion
10.75,break_mode,8,7.894,4.55,0.04,sitting,discussion
10.75,break_mode,9,1.195,5.45,0.04,sitting,discussion
10.75,break_mode,10,1.098,5.45,0.04,standing,walking
10.75,break_mode,11,6.149,5.45,0.04,sitting,discussion
10.75,break_mode,12,7.843,5.45,0.04,sitting,discussion
10.75,break_mode,13,1.464,6.35,0.04,sitting,discussion
10.75,break_mode,14,3.238,6.35,0.04,sitting,discussion
10.75,break_mode,15,6.149,6.35,0.04,sitting,discussion
10.75,break_mode,16,6.996,6.35,0.04,sitting,discussion
10.75,break_mode,17,2.351,7.25,0.04,sitting,discussion
10.75,break_mode,18,3.238,7.25,0.04,sitting,discussion
10.75,break_mode,19,6.996,7.25,0.04,sitting,discussion
10.75,break_mode,20,7.843,7.25,0.04,sitting,discussion
10.75,break_mode,21,1.464,8.15,0.04,sitting,discussion
10.75,break_mode,22,3.238,8.15,0.04,sitting,discussion
10.75,break_mode,23,6.149,8.15,0.04,sitting,discussion
10.75,break_mode,24,7.843,8.15,0.04,sitting,discussion
10.75,break_mode,25,1.464,9.05,0.145,sitting,discussion
10.75,break_mode,26,2.351,9.05,0.145,sitting,discussion
10.75,break_mode,27,6.996,9.05,0.145,sitting,discussion
10.75,break_mode,28,7.843,9.05,0.145,sitting,discussion
10.75,break_mode,29,2.351,9.95,0.25,sitting,discussion
10.75,break_mode,30,3.238,9.95,0.25,sitting,discussion
10.75,break_mode,31,6.149,9.95,0.25,sitting,discussion
10.75,break_mode,32,7.843,9.95,0.25,sitting,discussion
10.75,break_mode,33,1.464,10.85,0.355,sitting,discussion
10.75,break_mode,34,3.238,10.85,0.355,sitting,discussion
10.75,break_mode,35,6.996,10.85,0.355,sitting,discussion
10.75,break_mode,36,7.843,10.85,0.355,sitting,discussion
10.75,break_mode,37,1.464,11.75,0.46,sitting,discussion
10.75,break_mode,38,2.351,11.75,0.46,sitting,discussion
10.75,break_mode,39,6.149,11.75,0.46,sitting,discussion
10.75,break_mode,40,6.996,11.75,0.46,sitting,discussion
10.75,break_mode,41,2.351,12.65,0.565,sitting,discussion
10.75,break_mode,42,6.149,12.65,0.565,sitting,discussion
10.75,break_mode,43,6.996,12.65,0.565,sitting,discussion
10.75,break_mode,44,7.843,12.65,0.565,sitting,discussion
10.75,break_mode,45,1.464,13.55,0.67,sitting,discussion
10.75,break_mode,46,3.238,13.55,0.67,sitting,discussion
10.75,break_mode,47,6.149,13.55,0.67,sitting,discussion
10.75,break_mode,48,7.843,13.55,0.67,sitting,discussion
10.75,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
11.0,projection_mode,1,1.464,3.65,0.04,sitting,projection
11.0,projection_mode,2,3.238,3.65,0.04,sitting,projection
11.0,projection_mode,3,6.149,3.65,0.04,sitting,projection
11.0,projection_mode,4,7.843,3.65,0.04,sitting,projection
11.0,projection_mode,5,2.351,4.55,0.04,sitting,projection
11.0,projection_mode,6,3.238,4.55,0.04,sitting,projection
11.0,projection_mode,7,6.996,4.55,0.04,sitting,projection
11.0,projection_mode,8,7.843,4.55,0.04,sitting,projection
11.0,projection_mode,9,1.464,5.45,0.04,sitting,projection
11.0,projection_mode,10,2.351,5.45,0.04,sitting,projection
11.0,projection_mode,11,6.149,5.45,0.04,sitting,projection
11.0,projection_mode,12,7.843,5.45,0.04,sitting,projection
11.0,projection_mode,13,1.464,6.35,0.04,sitting,projection
11.0,projection_mode,14,3.238,6.35,0.04,sitting,projection
11.0,projection_mode,15,6.149,6.35,0.04,sitting,projection
11.0,projection_mode,16,6.996,6.35,0.04,sitting,projection
11.0,projection_mode,17,2.351,7.25,0.04,sitting,projection
11.0,projection_mode,18,3.238,7.25,0.04,sitting,projection
11.0,projection_mode,19,6.996,7.25,0.04,sitting,projection
11.0,projection_mode,20,7.843,7.25,0.04,sitting,projection
11.0,projection_mode,21,1.464,8.15,0.04,sitting,projection
11.0,projection_mode,22,3.238,8.15,0.04,sitting,projection
11.0,projection_mode,23,6.149,8.15,0.04,sitting,projection
11.0,projection_mode,24,7.843,8.15,0.04,sitting,projection
11.0,projection_mode,25,1.464,9.05,0.145,sitting,projection
11.0,projection_mode,26,2.351,9.05,0.145,sitting,projection
11.0,projection_mode,27,6.996,9.05,0.145,sitting,projection
11.0,projection_mode,28,7.843,9.05,0.145,sitting,projection
11.0,projection_mode,29,2.351,9.95,0.25,sitting,projection
11.0,projection_mode,30,3.238,9.95,0.25,sitting,projection
11.0,projection_mode,31,6.149,9.95,0.25,sitting,projection
11.0,projection_mode,32,7.843,9.95,0.25,sitting,projection
11.0,projection_mode,33,1.464,10.85,0.355,sitting,projection
11.0,projection_mode,34,3.238,10.85,0.355,sitting,projection
11.0,projection_mode,35,6.996,10.85,0.355,sitting,projection
11.0,projection_mode,36,7.843,10.85,0.355,sitting,projection
11.0,projection_mode,37,1.464,11.75,0.46,sitting,projection
11.0,projection_mode,38,2.351,11.75,0.46,sitting,projection
11.0,projection_mode,39,6.149,11.75,0.46,sitting,projection
11.0,projection_mode,40,6.996,11.75,0.46,sitting,projection
11.0,projection_mode,41,2.351,12.65,0.565,sitting,projection
11.0,projection_mode,42,6.149,12.65,0.565,sitting,projection
11.0,projection_mode,43,6.996,12.65,0.565,sitting,projection
11.0,projection_mode,44,7.843,12.65,0.565,sitting,projection
11.0,projection_mode,45,1.464,13.55,0.67,sitting,projection
11.0,projection_mode,46,3.238,13.55,0.67,sitting,projection
11.0,projection_mode,47,6.149,13.55,0.67,sitting,projection
11.0,projection_mode,48,7.843,13.55,0.67,sitting,projection
11.0,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
11.25,projection_mode,1,1.464,3.65,0.04,sitting,projection
11.25,projection_mode,2,3.238,3.65,0.04,sitting,projection
11.25,projection_mode,3,6.149,3.65,0.04,sitting,projection
11.25,projection_mode,4,7.843,3.65,0.04,sitting,projection
11.25,projection_mode,5,2.351,4.55,0.04,sitting,projection
11.25,projection_mode,6,3.238,4.55,0.04,sitting,projection
11.25,projection_mode,7,6.996,4.55,0.04,sitting,projection
11.25,projection_mode,8,7.843,4.55,0.04,sitting,projection
11.25,projection_mode,9,1.464,5.45,0.04,sitting,projection
11.25,projection_mode,10,2.351,5.45,0.04,sitting,projection
11.25,projection_mode,11,6.149,5.45,0.04,sitting,projection
11.25,projection_mode,12,7.843,5.45,0.04,sitting,projection
11.25,projection_mode,13,1.464,6.35,0.04,sitting,projection
11.25,projection_mode,14,3.238,6.35,0.04,sitting,projection
11.25,projection_mode,15,6.149,6.35,0.04,sitting,projection
11.25,projection_mode,16,6.996,6.35,0.04,sitting,projection
11.25,projection_mode,17,2.351,7.25,0.04,sitting,projection
11.25,projection_mode,18,3.238,7.25,0.04,sitting,projection
11.25,projection_mode,19,6.996,7.25,0.04,sitting,projection
11.25,projection_mode,20,7.843,7.25,0.04,sitting,projection
11.25,projection_mode,21,1.464,8.15,0.04,sitting,projection
11.25,projection_mode,22,3.238,8.15,0.04,sitting,projection
11.25,projection_mode,23,6.149,8.15,0.04,sitting,projection
11.25,projection_mode,24,7.843,8.15,0.04,sitting,projection
11.25,projection_mode,25,1.464,9.05,0.145,sitting,projection
11.25,projection_mode,26,2.351,9.05,0.145,sitting,projection
11.25,projection_mode,27,6.996,9.05,0.145,sitting,projection
11.25,projection_mode,28,7.843,9.05,0.145,sitting,projection
11.25,projection_mode,29,2.351,9.95,0.25,sitting,projection
11.25,projection_mode,30,3.238,9.95,0.25,sitting,projection
11.25,projection_mode,31,6.149,9.95,0.25,sitting,projection
11.25,projection_mode,32,7.843,9.95,0.25,sitting,projection
11.25,projection_mode,33,1.464,10.85,0.355,sitting,projection
11.25,projection_mode,34,3.238,10.85,0.355,sitting,projection
11.25,projection_mode,35,6.996,10.85,0.355,sitting,projection
11.25,projection_mode,36,7.843,10.85,0.355,sitting,projection
11.25,projection_mode,37,1.464,11.75,0.46,sitting,projection
11.25,projection_mode,38,2.351,11.75,0.46,sitting,projection
11.25,projection_mode,39,6.149,11.75,0.46,sitting,projection
11.25,projection_mode,40,6.996,11.75,0.46,sitting,projection
11.25,projection_mode,41,2.351,12.65,0.565,sitting,projection
11.25,projection_mode,42,6.149,12.65,0.565,sitting,projection
11.25,projection_mode,43,6.996,12.65,0.565,sitting,projection
11.25,projection_mode,44,7.843,12.65,0.565,sitting,projection
11.25,projection_mode,45,1.464,13.55,0.67,sitting,projection
11.25,projection_mode,46,3.238,13.55,0.67,sitting,projection
11.25,projection_mode,47,6.149,13.55,0.67,sitting,projection
11.25,projection_mode,48,7.843,13.55,0.67,sitting,projection
11.25,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
11.5,projection_mode,1,1.464,3.65,0.04,sitting,projection
11.5,projection_mode,2,3.238,3.65,0.04,sitting,projection
11.5,projection_mode,3,6.149,3.65,0.04,sitting,projection
11.5,projection_mode,4,7.843,3.65,0.04,sitting,projection
11.5,projection_mode,5,2.351,4.55,0.04,sitting,projection
11.5,projection_mode,6,3.238,4.55,0.04,sitting,projection
11.5,projection_mode,7,6.996,4.55,0.04,sitting,projection
11.5,projection_mode,8,7.843,4.55,0.04,sitting,projection
11.5,projection_mode,9,1.464,5.45,0.04,sitting,projection
11.5,projection_mode,10,2.351,5.45,0.04,sitting,projection
11.5,projection_mode,11,6.149,5.45,0.04,sitting,projection
11.5,projection_mode,12,7.843,5.45,0.04,sitting,projection
11.5,projection_mode,13,1.464,6.35,0.04,sitting,projection
11.5,projection_mode,14,3.238,6.35,0.04,sitting,projection
11.5,projection_mode,15,6.149,6.35,0.04,sitting,projection
11.5,projection_mode,16,6.996,6.35,0.04,sitting,projection
11.5,projection_mode,17,2.351,7.25,0.04,sitting,projection
11.5,projection_mode,18,3.238,7.25,0.04,sitting,projection
11.5,projection_mode,19,6.996,7.25,0.04,sitting,projection
11.5,projection_mode,20,7.843,7.25,0.04,sitting,projection
11.5,projection_mode,21,1.464,8.15,0.04,sitting,projection
11.5,projection_mode,22,3.238,8.15,0.04,sitting,projection
11.5,projection_mode,23,6.149,8.15,0.04,sitting,projection
11.5,projection_mode,24,7.843,8.15,0.04,sitting,projection
11.5,projection_mode,25,1.464,9.05,0.145,sitting,projection
11.5,projection_mode,26,2.351,9.05,0.145,sitting,projection
11.5,projection_mode,27,6.996,9.05,0.145,sitting,projection
11.5,projection_mode,28,7.843,9.05,0.145,sitting,projection
11.5,projection_mode,29,2.351,9.95,0.25,sitting,projection
11.5,projection_mode,30,3.238,9.95,0.25,sitting,projection
11.5,projection_mode,31,6.149,9.95,0.25,sitting,projection
11.5,projection_mode,32,7.843,9.95,0.25,sitting,projection
11.5,projection_mode,33,1.464,10.85,0.355,sitting,projection
11.5,projection_mode,34,3.238,10.85,0.355,sitting,projection
11.5,projection_mode,35,6.996,10.85,0.355,sitting,projection
11.5,projection_mode,36,7.843,10.85,0.355,sitting,projection
11.5,projection_mode,37,1.464,11.75,0.46,sitting,projection
11.5,projection_mode,38,2.351,11.75,0.46,sitting,projection
11.5,projection_mode,39,6.149,11.75,0.46,sitting,projection
11.5,projection_mode,40,6.996,11.75,0.46,sitting,projection
11.5,projection_mode,41,2.351,12.65,0.565,sitting,projection
11.5,projection_mode,42,6.149,12.65,0.565,sitting,projection
11.5,projection_mode,43,6.996,12.65,0.565,sitting,projection
11.5,projection_mode,44,7.843,12.65,0.565,sitting,projection
11.5,projection_mode,45,1.464,13.55,0.67,sitting,projection
11.5,projection_mode,46,3.238,13.55,0.67,sitting,projection
11.5,projection_mode,47,6.149,13.55,0.67,sitting,projection
11.5,projection_mode,48,7.843,13.55,0.67,sitting,projection
11.5,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
11.75,projection_mode,1,1.464,3.65,0.04,sitting,projection
11.75,projection_mode,2,3.238,3.65,0.04,sitting,projection
11.75,projection_mode,3,6.149,3.65,0.04,sitting,projection
11.75,projection_mode,4,7.843,3.65,0.04,sitting,projection
11.75,projection_mode,5,2.351,4.55,0.04,sitting,projection
11.75,projection_mode,6,3.238,4.55,0.04,sitting,projection
11.75,projection_mode,7,6.996,4.55,0.04,sitting,projection
11.75,projection_mode,8,7.843,4.55,0.04,sitting,projection
11.75,projection_mode,9,1.464,5.45,0.04,sitting,projection
11.75,projection_mode,10,2.351,5.45,0.04,sitting,projection
11.75,projection_mode,11,6.149,5.45,0.04,sitting,projection
11.75,projection_mode,12,7.843,5.45,0.04,sitting,projection
11.75,projection_mode,13,1.464,6.35,0.04,sitting,projection
11.75,projection_mode,14,3.238,6.35,0.04,sitting,projection
11.75,projection_mode,15,6.149,6.35,0.04,sitting,projection
11.75,projection_mode,16,6.996,6.35,0.04,sitting,projection
11.75,projection_mode,17,2.351,7.25,0.04,sitting,projection
11.75,projection_mode,18,3.238,7.25,0.04,sitting,projection
11.75,projection_mode,19,6.996,7.25,0.04,sitting,projection
11.75,projection_mode,20,7.843,7.25,0.04,sitting,projection
11.75,projection_mode,21,1.464,8.15,0.04,sitting,projection
11.75,projection_mode,22,3.238,8.15,0.04,sitting,projection
11.75,projection_mode,23,6.149,8.15,0.04,sitting,projection
11.75,projection_mode,24,7.843,8.15,0.04,sitting,projection
11.75,projection_mode,25,1.464,9.05,0.145,sitting,projection
11.75,projection_mode,26,2.351,9.05,0.145,sitting,projection
11.75,projection_mode,27,6.996,9.05,0.145,sitting,projection
11.75,projection_mode,28,7.843,9.05,0.145,sitting,projection
11.75,projection_mode,29,2.351,9.95,0.25,sitting,projection
11.75,projection_mode,30,3.238,9.95,0.25,sitting,projection
11.75,projection_mode,31,6.149,9.95,0.25,sitting,projection
11.75,projection_mode,32,7.843,9.95,0.25,sitting,projection
11.75,projection_mode,33,1.464,10.85,0.355,sitting,projection
11.75,projection_mode,34,3.238,10.85,0.355,sitting,projection
11.75,projection_mode,35,6.996,10.85,0.355,sitting,projection
11.75,projection_mode,36,7.843,10.85,0.355,sitting,projection
11.75,projection_mode,37,1.464,11.75,0.46,sitting,projection
11.75,projection_mode,38,2.351,11.75,0.46,sitting,projection
11.75,projection_mode,39,6.149,11.75,0.46,sitting,projection
11.75,projection_mode,40,6.996,11.75,0.46,sitting,projection
11.75,projection_mode,41,2.351,12.65,0.565,sitting,projection
11.75,projection_mode,42,6.149,12.65,0.565,sitting,projection
11.75,projection_mode,43,6.996,12.65,0.565,sitting,projection
11.75,projection_mode,44,7.843,12.65,0.565,sitting,projection
11.75,projection_mode,45,1.464,13.55,0.67,sitting,projection
11.75,projection_mode,46,3.238,13.55,0.67,sitting,projection
11.75,projection_mode,47,6.149,13.55,0.67,sitting,projection
11.75,projection_mode,48,7.843,13.55,0.67,sitting,projection
11.75,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
12.0,projection_mode,1,1.464,3.65,0.04,sitting,projection
12.0,projection_mode,2,3.238,3.65,0.04,sitting,projection
12.0,projection_mode,3,6.149,3.65,0.04,sitting,projection
12.0,projection_mode,4,7.843,3.65,0.04,sitting,projection
12.0,projection_mode,5,2.351,4.55,0.04,sitting,projection
12.0,projection_mode,6,3.238,4.55,0.04,sitting,projection
12.0,projection_mode,7,6.996,4.55,0.04,sitting,projection
12.0,projection_mode,8,7.843,4.55,0.04,sitting,projection
12.0,projection_mode,9,1.464,5.45,0.04,sitting,projection
12.0,projection_mode,10,2.351,5.45,0.04,sitting,projection
12.0,projection_mode,11,6.149,5.45,0.04,sitting,projection
12.0,projection_mode,12,7.843,5.45,0.04,sitting,projection
12.0,projection_mode,13,1.464,6.35,0.04,sitting,projection
12.0,projection_mode,14,3.238,6.35,0.04,sitting,projection
12.0,projection_mode,15,6.149,6.35,0.04,sitting,projection
12.0,projection_mode,16,6.996,6.35,0.04,sitting,projection
12.0,projection_mode,17,2.351,7.25,0.04,sitting,projection
12.0,projection_mode,18,3.238,7.25,0.04,sitting,projection
12.0,projection_mode,19,6.996,7.25,0.04,sitting,projection
12.0,projection_mode,20,7.843,7.25,0.04,sitting,projection
12.0,projection_mode,21,1.464,8.15,0.04,sitting,projection
12.0,projection_mode,22,3.238,8.15,0.04,sitting,projection
12.0,projection_mode,23,6.149,8.15,0.04,sitting,projection
12.0,projection_mode,24,7.843,8.15,0.04,sitting,projection
12.0,projection_mode,25,1.464,9.05,0.145,sitting,projection
12.0,projection_mode,26,2.351,9.05,0.145,sitting,projection
12.0,projection_mode,27,6.996,9.05,0.145,sitting,projection
12.0,projection_mode,28,7.843,9.05,0.145,sitting,projection
12.0,projection_mode,29,2.351,9.95,0.25,sitting,projection
12.0,projection_mode,30,3.238,9.95,0.25,sitting,projection
12.0,projection_mode,31,6.149,9.95,0.25,sitting,projection
12.0,projection_mode,32,7.843,9.95,0.25,sitting,projection
12.0,projection_mode,33,1.464,10.85,0.355,sitting,projection
12.0,projection_mode,34,3.238,10.85,0.355,sitting,projection
12.0,projection_mode,35,6.996,10.85,0.355,sitting,projection
12.0,projection_mode,36,7.843,10.85,0.355,sitting,projection
12.0,projection_mode,37,1.464,11.75,0.46,sitting,projection
12.0,projection_mode,38,2.351,11.75,0.46,sitting,projection
12.0,projection_mode,39,6.149,11.75,0.46,sitting,projection
12.0,projection_mode,40,6.996,11.75,0.46,sitting,projection
12.0,projection_mode,41,2.351,12.65,0.565,sitting,projection
12.0,projection_mode,42,6.149,12.65,0.565,sitting,projection
12.0,projection_mode,43,6.996,12.65,0.565,sitting,projection
12.0,projection_mode,44,7.843,12.65,0.565,sitting,projection
12.0,projection_mode,45,1.464,13.55,0.67,sitting,projection
12.0,projection_mode,46,3.238,13.55,0.67,sitting,projection
12.0,projection_mode,47,6.149,13.55,0.67,sitting,projection
12.0,projection_mode,48,7.843,13.55,0.67,sitting,projection
12.0,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
12.25,projection_mode,1,1.464,3.65,0.04,sitting,projection
12.25,projection_mode,2,3.238,3.65,0.04,sitting,projection
12.25,projection_mode,3,6.149,3.65,0.04,sitting,projection
12.25,projection_mode,4,7.843,3.65,0.04,sitting,projection
12.25,projection_mode,5,2.351,4.55,0.04,sitting,projection
12.25,projection_mode,6,3.238,4.55,0.04,sitting,projection
12.25,projection_mode,7,6.996,4.55,0.04,sitting,projection
12.25,projection_mode,8,7.843,4.55,0.04,sitting,projection
12.25,projection_mode,9,1.464,5.45,0.04,sitting,projection
12.25,projection_mode,10,2.351,5.45,0.04,sitting,projection
12.25,projection_mode,11,6.149,5.45,0.04,sitting,projection
12.25,projection_mode,12,7.843,5.45,0.04,sitting,projection
12.25,projection_mode,13,1.464,6.35,0.04,sitting,projection
12.25,projection_mode,14,3.238,6.35,0.04,sitting,projection
12.25,projection_mode,15,6.149,6.35,0.04,sitting,projection
12.25,projection_mode,16,6.996,6.35,0.04,sitting,projection
12.25,projection_mode,17,2.351,7.25,0.04,sitting,projection
12.25,projection_mode,18,3.238,7.25,0.04,sitting,projection
12.25,projection_mode,19,6.996,7.25,0.04,sitting,projection
12.25,projection_mode,20,7.843,7.25,0.04,sitting,projection
12.25,projection_mode,21,1.464,8.15,0.04,sitting,projection
12.25,projection_mode,22,3.238,8.15,0.04,sitting,projection
12.25,projection_mode,23,6.149,8.15,0.04,sitting,projection
12.25,projection_mode,24,7.843,8.15,0.04,sitting,projection
12.25,projection_mode,25,1.464,9.05,0.145,sitting,projection
12.25,projection_mode,26,2.351,9.05,0.145,sitting,projection
12.25,projection_mode,27,6.996,9.05,0.145,sitting,projection
12.25,projection_mode,28,7.843,9.05,0.145,sitting,projection
12.25,projection_mode,29,2.351,9.95,0.25,sitting,projection
12.25,projection_mode,30,3.238,9.95,0.25,sitting,projection
12.25,projection_mode,31,6.149,9.95,0.25,sitting,projection
12.25,projection_mode,32,7.843,9.95,0.25,sitting,projection
12.25,projection_mode,33,1.464,10.85,0.355,sitting,projection
12.25,projection_mode,34,3.238,10.85,0.355,sitting,projection
12.25,projection_mode,35,6.996,10.85,0.355,sitting,projection
12.25,projection_mode,36,7.843,10.85,0.355,sitting,projection
12.25,projection_mode,37,1.464,11.75,0.46,sitting,projection
12.25,projection_mode,38,2.351,11.75,0.46,sitting,projection
12.25,projection_mode,39,6.149,11.75,0.46,sitting,projection
12.25,projection_mode,40,6.996,11.75,0.46,sitting,projection
12.25,projection_mode,41,2.351,12.65,0.565,sitting,projection
12.25,projection_mode,42,6.149,12.65,0.565,sitting,projection
12.25,projection_mode,43,6.996,12.65,0.565,sitting,projection
12.25,projection_mode,44,7.843,12.65,0.565,sitting,projection
12.25,projection_mode,45,1.464,13.55,0.67,sitting,projection
12.25,projection_mode,46,3.238,13.55,0.67,sitting,projection
12.25,projection_mode,47,6.149,13.55,0.67,sitting,projection
12.25,projection_mode,48,7.843,13.55,0.67,sitting,projection
12.25,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
12.5,projection_mode,1,1.464,3.65,0.04,sitting,projection
12.5,projection_mode,2,3.238,3.65,0.04,sitting,projection
12.5,projection_mode,3,6.149,3.65,0.04,sitting,projection
12.5,projection_mode,4,7.843,3.65,0.04,sitting,projection
12.5,projection_mode,5,2.351,4.55,0.04,sitting,projection
12.5,projection_mode,6,3.238,4.55,0.04,sitting,projection
12.5,projection_mode,7,6.996,4.55,0.04,sitting,projection
12.5,projection_mode,8,7.843,4.55,0.04,sitting,projection
12.5,projection_mode,9,1.464,5.45,0.04,sitting,projection
12.5,projection_mode,10,2.351,5.45,0.04,sitting,projection
